2622 7080
99 1220 -0.30432324
99 1228 -0.23618692
99 1313 -0.03600637
100 203 -0.28451453
100 228 -0.27386796
100 317 -0.27537756
100 569 -0.28490313
100 603 -0.31087829
100 722 -0.28683553
100 867 -0.27597856
100 914 -0.28747646
100 1010 -0.30045403
100 1045 -0.29020623
100 1124 -0.27537756
100 1157 -0.30789565
100 1674 -0.30958850
100 2105 -0.28091476
100 2157 -0.27561185
100 2205 -0.28423582
100 2321 -0.28708771
100 2568 -0.27763607
100 2605 -0.28584936
101 606 -0.30961068
101 839 0.03178448
101 1023 -0.29693136
101 1088 -0.11284037
101 1646 0.12806318
101 1725 0.04877598
102 1431 1.72852631
104 111 -0.28120324
104 2215 9.96831102
105 1946 -0.30509474
106 188 0.09249188
106 1133 0.09249188
106 1251 0.40674591
106 1920 0.21617787
106 1959 -0.03470868
106 2102 -0.25675769
107 801 -0.28081541
107 1494 -0.21440256
108 1219 -0.12314378
109 158 -0.28836363
109 166 -0.22483979
109 426 0.08096188
109 507 -0.09743032
109 902 -0.30143791
110 111 -0.30364429
110 131 -0.29872748
110 262 -0.29217354
110 288 -0.29756581
110 361 -0.30494141
110 445 -0.30642887
110 510 -0.30720522
110 533 -0.29898866
110 705 -0.29660872
110 763 -0.29542989
110 947 -0.30482456
110 1082 -0.29935717
110 1155 -0.30128125
110 1220 -0.30554317
110 1223 -0.30189064
110 1305 -0.29641749
110 1335 -0.29736972
110 1594 -0.29681243
110 1748 -0.29899953
110 1818 -0.29542989
110 1845 -0.29888347
110 1846 -0.30191465
110 1892 -0.30256914
110 1900 -0.30121556
110 1985 -0.28775804
110 2010 -0.29459960
110 2011 -0.30095406
110 2090 -0.29300287
110 2207 -0.29118548
110 2273 -0.29510922
110 2345 -0.28999806
110 2417 -0.30097525
110 2554 -0.29206133
111 147 -0.30529337
111 223 -0.29255070
111 307 -0.30375398
111 450 -0.30346654
111 510 -0.30982196
111 639 -0.30068627
111 705 -0.29660872
111 777 -0.30234953
111 841 -0.29158640
111 843 -0.30113608
111 869 -0.30423584
111 947 -0.30482456
111 998 -0.30287879
111 1220 -0.30561467
111 1305 -0.29825161
111 1335 -0.30698556
111 1559 -0.30695036
111 1594 -0.29681243
111 1748 -0.29899953
111 1846 -0.30191465
111 1887 -0.30378053
111 1893 -0.30347930
111 1985 -0.29184336
111 1987 -0.30448802
111 1992 -0.29984904
111 2011 -0.30175153
111 2023 -0.28429975
111 2079 -0.30206333
111 2090 -0.29326781
111 2417 -0.30097525
111 2559 -0.30346654
112 1236 -0.24984541
112 1299 -0.28640544
112 1329 -0.14933788
112 1558 -0.00277378
112 1605 -0.22781335
112 1771 -0.09743032
112 1838 -0.25727657
112 2449 -0.07325542
112 2571 -0.28281777
113 202 -0.02305351
113 911 0.34418949
113 1797 1.75502079
113 2412 2.31140497
114 1679 -0.15894078
115 1138 -0.03470868
116 1111 -0.27904911
116 2237 -0.09433803
116 2418 0.24213165
117 452 -0.27869585
117 1255 -0.29365051
118 1252 0.15946405
119 902 -0.30069687
119 1711 10.18026690
120 682 7.53081844
120 1746 -0.18861460
121 705 -0.27975563
121 1067 -0.26052259
121 1946 -0.30813128
122 1679 -0.18013636
123 1219 -0.20557107
123 1245 -0.27339695
123 1381 -0.28386498
123 1802 -0.22124828
124 540 -0.17141289
125 289 0.99409919
125 656 -0.06647503
125 2044 -0.16914115
126 320 -0.06066246
126 603 -0.31026108
126 2535 0.50236156
127 644 -0.23782522
127 726 -0.29743542
127 791 -0.22483979
127 1004 -0.23868918
127 1518 -0.26765282
127 1672 -0.28923786
127 2158 -0.21734640
127 2383 -0.14761438
127 2610 -0.28339862
127 2613 -0.26538973
128 1602 3.07974502
129 159 -0.18892991
129 313 -0.25502744
129 404 -0.29532790
129 606 -0.30902709
129 690 -0.25283547
129 902 -0.30278094
129 1255 -0.30235171
129 1560 -0.21145873
129 1991 -0.23868918
129 2186 -0.19567002
129 2455 -0.14098097
130 793 -0.25921422
130 1255 -0.28816990
130 2216 -0.02328902
131 510 -0.30512762
131 1155 -0.25072143
131 1586 -0.18202042
131 1845 -0.22483979
131 2121 -0.18987063
131 2377 -0.30621876
131 2417 -0.28307294
131 2601 -0.20663085
132 1974 0.34418949
132 2498 4.35148029
133 1907 -0.04660416
134 625 -0.20888288
134 1478 -0.22060600
134 1559 -0.30219247
134 1596 -0.24323265
134 1936 -0.22994600
134 1946 -0.30478209
134 1993 -0.27549616
134 2113 -0.24584269
134 2420 -0.29238346
134 2526 -0.26814044
134 2571 -0.28552321
135 304 0.22482913
135 1546 5.94114936
136 780 0.19846982
137 365 0.14548085
137 624 -0.29787444
137 1128 -0.27982772
137 2580 -0.27308443
138 166 -0.27273664
138 530 -0.22626499
138 747 -0.20557107
138 1305 -0.27749516
138 1393 -0.20888288
138 1907 -0.26457818
138 2149 -0.08487397
138 2315 -0.29693136
138 2519 -0.19043136
138 2561 -0.27360629
138 2600 -0.30476184
139 1571 -0.06066246
140 324 -0.26829271
140 625 -0.25398075
140 724 -0.27729002
140 902 -0.30670430
140 1089 -0.29204102
140 1379 -0.26787860
140 1394 -0.27856608
140 1443 -0.28799836
140 1691 -0.24946726
140 1694 -0.28091476
140 1719 -0.28331763
140 1936 -0.26876083
140 1946 -0.30956192
140 1993 -0.28307294
140 2109 -0.26677369
140 2267 -0.27141535
140 2272 -0.30227594
140 2406 -0.29255070
140 2552 -0.25398075
140 2585 -0.29553456
141 389 -0.29872748
141 596 -0.28865073
141 624 -0.28423025
142 207 -0.26719201
142 491 -0.26787860
142 504 -0.27669404
142 512 -0.26937411
142 607 -0.22659149
142 630 -0.26271437
142 905 -0.29217019
142 1069 -0.26814044
142 1633 -0.19529620
142 1960 -0.28247413
142 1967 -0.26814044
142 2242 -0.26270321
142 2441 -0.24440139
143 455 1.88749322
143 745 0.56276898
143 1447 0.33756587
143 2377 -0.30485016
144 1497 0.01719888
145 377 0.18018863
145 947 -0.30553892
145 1048 1.21453331
146 930 -0.19944011
147 253 -0.25524823
147 464 -0.29747381
147 507 -0.28352178
147 689 -0.28886645
147 1407 -0.22676666
147 1674 -0.30902872
147 1707 -0.25193642
147 1862 -0.28538162
147 1887 -0.28395712
147 2136 -0.17576477
147 2307 -0.20722697
147 2345 -0.20769063
148 1201 -0.28799836
148 1393 0.44111064
148 1492 0.80757802
150 681 0.32431862
150 1542 0.05348611
150 2243 1.36714154
151 351 -0.09535401
151 1226 -0.12502784
151 1976 -0.16926721
151 2048 -0.12502784
151 2154 -0.20981019
151 2184 -0.24946726
151 2476 -0.15258210
151 2497 -0.16633356
152 606 -0.30685193
153 160 4.35148029
153 899 0.39497058
154 284 0.54492576
154 496 -0.05543566
154 1241 0.52762324
154 1553 0.33756587
155 953 -0.02010968
155 1232 0.54492576
155 1932 0.53627450
156 208 -0.16748525
156 548 -0.14761438
156 574 -0.22865071
156 1038 -0.23639568
156 1435 -0.23639568
156 1746 -0.18393544
156 2429 -0.06322200
156 2554 -0.23674105
156 2557 -0.26352775
157 276 -0.25932308
157 606 -0.30530003
157 1001 -0.30457994
157 2420 -0.30054784
158 168 -0.28991337
158 212 -0.28940178
158 275 -0.30602932
158 496 -0.29510536
158 693 -0.30305754
158 758 -0.29250610
158 802 -0.28546812
158 828 -0.29831555
158 902 -0.30523210
158 961 -0.29724749
158 1062 -0.29870320
158 1335 -0.29411974
158 1423 -0.28697973
158 1495 -0.29420857
158 1499 -0.29296997
158 1522 -0.30054784
158 1605 -0.30333572
158 1732 -0.28858226
158 1740 -0.28940178
158 1763 -0.29948173
158 1801 -0.28381259
158 1839 -0.28663592
158 1899 -0.28157545
158 1917 -0.27340084
158 1997 -0.29540393
158 2011 -0.30370880
158 2192 -0.28199429
158 2229 -0.28351892
158 2297 -0.29798090
158 2389 -0.29229071
160 280 -0.28750864
161 2569 1.72852631
162 358 -0.23272244
162 538 -0.21086997
162 542 -0.25572524
162 726 -0.27707868
162 805 -0.27763607
162 973 -0.25398075
162 994 -0.27902027
162 1144 -0.23948401
162 1213 -0.25072143
162 1448 -0.26787860
162 1672 -0.29504190
162 1727 -0.28895961
162 1737 -0.25801934
162 1833 -0.23868918
163 595 -0.02599734
163 982 0.34418949
163 2290 0.34418949
163 2422 0.70112907
164 459 1.28235919
164 2417 -0.29390702
165 262 -0.00277378
165 460 0.10812363
165 1608 -0.18826855
165 1701 -0.00277378
165 1858 0.20656536
165 1975 0.14376362
165 2093 -0.29802235
166 405 -0.24946726
166 560 -0.24678471
166 582 -0.29120124
166 701 -0.22483979
166 953 -0.27782215
166 974 -0.23461984
166 1027 -0.26937411
166 1117 -0.26416767
166 1389 -0.23312533
166 1408 -0.18987063
166 1869 -0.22781335
166 2107 -0.22912172
166 2328 -0.29177809
166 2481 -0.27204244
166 2549 -0.24678471
166 2585 -0.26326320
167 901 -0.26829271
168 902 -0.29681243
168 1500 1.25162558
169 912 4.35148029
170 394 0.04029775
170 469 -0.30206333
170 1348 -0.29912972
170 1603 -0.21372322
170 1642 -0.03127677
170 1655 -0.21372322
170 2093 -0.30467105
171 1154 0.25366666
171 1974 -0.17491629
171 2324 -0.05985140
171 2341 -0.30064953
171 2364 -0.21372322
172 2230 0.59515113
172 2248 1.57250323
173 464 -0.28750864
173 620 -0.23868918
173 741 -0.14198431
173 1128 -0.28271147
174 1840 -0.27763607
175 398 -0.08487397
175 730 -0.09959313
175 1009 -0.25785886
175 1122 -0.14098097
175 2213 0.75670861
176 508 -0.02010968
176 1201 -0.29414870
177 227 -0.25801934
177 586 -0.24994246
177 738 -0.28553835
177 1000 -0.26052259
177 1220 -0.30521624
177 2067 -0.27406021
178 713 -0.11946399
178 1157 -0.30467105
178 1219 -0.20294352
179 1654 0.53627450
180 2063 1.30461455
181 363 1.72852631
181 726 -0.27213573
181 995 2.31140497
182 371 -0.28451453
182 384 -0.29573992
182 391 -0.29271739
182 497 -0.29259700
182 808 -0.27008417
182 871 -0.29251624
182 887 -0.29634211
182 970 -0.28801556
182 989 -0.28796892
182 1041 -0.28668999
182 1197 -0.29634211
182 1291 -0.28558441
182 1349 -0.29036736
182 1353 -0.29096652
182 1403 -0.30386561
182 1695 -0.28930672
182 2059 -0.29802919
182 2112 -0.29788381
182 2155 -0.30201099
182 2185 -0.29124311
182 2310 -0.29563923
182 2339 -0.29082443
182 2341 -0.29932563
182 2348 -0.28770397
182 2394 -0.28823867
182 2395 -0.28823867
182 2472 -0.29208047
182 2541 -0.28885173
182 2581 -0.29744769
182 2616 -0.30402395
183 252 -0.28081541
183 1387 -0.10744335
183 1559 -0.30598385
183 1946 -0.30364539
183 2093 -0.30423584
184 1412 1.29931566
184 2076 -0.18542650
184 2507 -0.14198431
185 510 -0.30366484
185 603 -0.31063741
185 856 -0.27397234
185 1237 -0.25199116
185 1339 -0.20351610
185 1404 -0.27560129
185 1603 -0.27975563
185 1745 -0.27982772
185 1798 -0.30620977
185 2024 -0.28590595
185 2168 -0.24937528
185 2351 -0.25690413
186 394 0.20656536
186 1642 0.06149334
186 1689 0.02339361
186 1698 0.14768873
186 2587 0.14768873
186 2588 0.02339361
187 1910 -0.27763607
188 2093 -0.29371183
188 2151 -0.28439764
189 230 0.18522258
189 1127 0.03178448
189 2096 0.11759622
189 2110 -0.16741901
190 721 -0.30061059
191 507 -0.06322200
191 1530 -0.23807097
191 2093 -0.29406265
191 2426 -0.11946399
192 376 -0.26164739
192 983 0.67757842
192 1494 -0.24233893
192 2075 -0.07604248
193 361 -0.29235959
193 2361 1.91398770
194 716 -0.28111244
194 756 -0.24343464
194 858 -0.28089359
194 897 -0.25314339
194 1023 -0.28089359
194 1070 -0.26164739
194 1529 -0.16633356
194 1561 -0.25314339
194 1694 -0.23868918
194 1853 -0.27223258
194 1996 -0.27317017
194 2202 -0.27223258
194 2313 -0.27802425
194 2407 -0.25801934
195 231 -0.25502744
195 641 -0.24874727
195 1112 -0.21550650
195 1156 -0.19529620
195 1380 -0.29403199
195 1417 -0.18720156
195 1452 -0.28089359
195 1613 -0.22483979
195 1674 -0.30845393
195 1946 -0.30601220
195 2475 -0.22347870
196 2571 -0.25291269
197 1494 -0.19944011
198 259 -0.08634589
198 2609 -0.25887358
199 1151 3.92756853
200 603 -0.30991827
200 618 0.19887535
200 2203 -0.06426715
200 2377 -0.29351021
200 2513 0.01076406
200 2582 0.74823038
201 620 -0.16270888
201 1601 -0.01904990
201 1658 0.04956100
202 331 -0.25538070
202 344 -0.28395712
202 404 -0.26075485
202 930 -0.21408453
202 1206 -0.26451738
202 1381 -0.28637925
202 2452 0.00769318
202 2600 -0.30834363
203 228 -0.28298464
203 569 -0.28151289
203 722 -0.29825161
203 914 -0.28558441
203 926 -0.27534718
203 1010 -0.29255070
203 1013 -0.28799836
203 1118 -0.30047540
203 1124 -0.27495791
203 1639 -0.28507885
203 1674 -0.30999897
203 1919 -0.24982746
203 2105 -0.27597856
203 2157 -0.30140914
203 2205 -0.29440088
203 2321 -0.28976879
203 2330 -0.28078897
203 2568 -0.28120324
203 2605 -0.30409931
204 1860 1.28235919
204 2542 4.35148029
205 508 -0.20557107
205 1312 0.41852123
206 1794 0.08881209
207 491 -0.27729002
207 504 -0.27927891
207 905 -0.28395712
207 1069 -0.26517578
207 1081 -0.25398075
207 1633 -0.25705752
207 1820 -0.23221581
207 1857 -0.23868918
207 1874 -0.25572524
207 1960 -0.26787860
207 1962 -0.24946726
207 1967 -0.26467173
207 2242 -0.29875667
207 2425 -0.24946726
207 2441 -0.26164739
207 2533 -0.26667060
208 548 -0.15705672
208 574 -0.09959313
208 1038 -0.18202042
208 1435 -0.22912172
208 1746 -0.21550650
208 2429 -0.02010968
208 2554 -0.18570021
209 469 -0.29736094
209 568 -0.23618692
209 1128 -0.28750864
209 1285 0.15946405
209 2065 -0.12926695
209 2437 -0.22617789
210 336 1.01105566
211 603 -0.30987554
211 1335 -0.22570688
211 1437 0.21171706
211 2258 0.55982515
212 881 0.85420832
212 902 -0.30189064
212 1327 -0.09433803
212 2037 -0.00010364
213 424 1.30461455
213 1345 0.72279567
213 1791 -0.25549456
213 2032 1.36714154
214 891 3.36235286
214 1798 -0.30558823
214 2497 -0.20644692
215 942 1.07888154
215 1743 1.91398770
215 2313 -0.22358732
216 1622 0.72173589
217 532 4.35148029
218 520 -0.27263523
218 585 -0.23868918
218 652 -0.20663085
218 968 -0.23868918
218 1201 -0.30633364
218 1323 -0.28248581
218 1779 -0.25514374
218 1783 -0.16633356
218 1831 -0.24089705
218 2055 -0.26444770
218 2524 -0.28089359
219 1576 0.04453687
220 327 -0.02010968
220 693 -0.29194309
220 1214 -0.02010968
220 1404 -0.21298953
220 1449 0.03528788
220 1770 -0.06322200
220 1798 -0.30717742
220 2168 0.10388451
220 2368 -0.13774519
221 2174 1.94048218
222 721 -0.30061059
223 827 -0.09743032
223 919 -0.19096966
223 1142 -0.24666456
223 1272 -0.25524823
223 1650 -0.15101438
223 1754 -0.23880675
223 1893 -0.16633356
223 2186 -0.27229792
223 2193 -0.12502784
223 2381 -0.12987254
223 2445 -0.14098097
224 510 -0.30665027
224 588 0.07262102
224 1507 0.34418949
224 2024 -0.25193642
224 2175 0.29403921
225 1784 6.15310524
226 1469 1.56955940
227 443 -0.25856004
227 481 -0.28118618
227 511 -0.28248581
227 586 -0.27707868
227 589 -0.28144262
227 738 -0.30079130
227 916 -0.26787860
227 1032 -0.27916686
227 1089 -0.28248581
227 1228 -0.27729002
227 1418 -0.25932308
227 1420 -0.27142567
227 1429 -0.28080232
227 1511 -0.27139330
227 2006 -0.26518366
227 2067 -0.28307294
227 2108 -0.27967084
227 2144 -0.28941139
227 2169 -0.29831393
227 2314 -0.28863486
227 2468 -0.26164739
227 2526 -0.28089359
228 569 -0.27478115
