1809 7646
59 1381 -0.23947160
59 1519 -0.23670900
59 1656 -0.18286589
59 1781 -0.18761053
60 244 0.38870580
60 287 0.80487734
60 473 0.75915960
60 1127 0.23191202
60 1808 1.09420164
61 260 -0.14510558
61 322 0.81957162
61 424 0.25368174
61 1233 -0.08623678
61 1447 0.56168607
62 203 -0.00092241
62 417 0.30440433
62 711 -0.10153532
62 1118 -0.10153532
62 1463 -0.03026079
62 1516 0.51697819
63 363 1.59959948
63 609 0.86931496
63 1050 -0.12083688
63 1339 0.14161548
64 110 0.14877172
64 319 0.88091743
64 513 0.58780372
64 1466 -0.05923445
64 1723 -0.22683040
65 147 -0.04117939
65 265 0.11761812
65 312 0.00214556
65 665 -0.18017272
65 678 0.03825760
65 1054 0.33012056
66 235 0.45163745
66 457 0.90275456
66 725 2.05846038
66 1315 -0.13830395
67 318 0.83385382
68 101 -0.23411960
68 171 -0.26726499
68 197 -0.26011917
68 451 -0.25026111
68 832 -0.26455956
68 1350 -0.22715617
68 1563 -0.22910812
68 1642 -0.26216613
68 1655 -0.24856059
68 1666 -0.23961866
68 1790 -0.26136860
69 78 -0.23748324
69 212 -0.23399094
69 393 -0.08769652
69 499 -0.26419553
69 817 -0.23405165
69 820 -0.25769551
69 1045 -0.24149198
69 1644 -0.16726814
70 624 -0.10004078
70 929 0.22796551
70 1018 -0.13674216
70 1188 0.21489002
70 1237 -0.07050308
70 1622 -0.06284938
70 1735 -0.10153532
71 96 0.37070699
71 257 0.13384554
71 414 -0.21968994
71 453 -0.23103298
71 812 -0.21004990
71 1003 -0.17455852
71 1012 -0.23689924
72 334 -0.11077286
72 661 -0.11077286
72 821 -0.12376204
72 1000 0.02068728
72 1120 -0.11077286
72 1125 0.04686812
72 1436 -0.11808826
72 1621 -0.01352135
73 168 8.98797537
73 544 0.11379377
74 419 -0.04114819
74 465 -0.24546687
74 1437 -0.22317700
74 1606 -0.25267815
74 1726 -0.04114819
74 1728 -0.18602285
75 136 -0.26976282
75 172 -0.26405168
75 307 -0.26994836
75 309 -0.27016416
75 357 -0.27093664
75 412 -0.26975081
75 416 -0.26975081
75 623 -0.27071719
75 689 -0.27071719
75 717 -0.26536347
75 720 -0.27181906
75 738 -0.26979743
75 764 -0.26161864
75 857 -0.26966505
75 973 -0.26976282
75 976 -0.26966505
75 988 -0.27014397
75 1040 -0.27071719
75 1326 -0.26904883
75 1334 -0.26876839
75 1428 -0.27012353
75 1443 -0.26825151
75 1486 -0.26976282
75 1501 -0.25847109
75 1502 -0.26979743
75 1592 -0.26955540
75 1605 -0.26864410
75 1618 -0.26778060
75 1667 -0.26274868
75 1698 -0.26976282
76 89 -0.04296424
76 289 0.00214556
76 397 0.22233058
76 516 -0.19204317
76 760 -0.18401157
76 1113 -0.19452387
76 1629 -0.20795277
76 1731 -0.22006578
77 364 -0.20046208
77 1300 -0.19705183
77 1525 0.96075394
77 1738 -0.18954081
78 98 -0.25562141
78 212 -0.25570242
78 256 -0.24587995
78 499 -0.26921163
78 546 -0.26944040
78 612 -0.24059474
78 622 -0.25666363
78 817 -0.25531855
78 880 -0.24175037
78 958 -0.24917373
78 970 -0.24175037
78 1212 -0.25202780
78 1344 -0.26219896
78 1358 -0.25617154
78 1368 -0.25525394
78 1644 -0.23658573
78 1652 -0.22560323
78 1779 -0.25499782
79 751 4.75872430
80 1412 1.66561834
81 728 0.99294722
82 91 -0.24708752
82 169 -0.25630134
82 243 -0.24269948
82 375 -0.25070676
82 401 -0.25419125
82 485 -0.22172128
82 538 -0.23129975
82 567 -0.24219710
82 570 -0.24334695
82 651 -0.24335095
82 720 -0.26880167
82 1182 -0.22624333
82 1191 -0.25322228
82 1256 -0.22505725
82 1330 -0.24477829
82 1377 -0.24752561
82 1522 -0.23439398
82 1660 -0.23464103
82 1686 -0.24632238
83 291 0.34127962
83 838 -0.02423049
83 873 0.08267983
83 1196 -0.11051626
83 1213 0.34127962
83 1392 0.00903195
83 1682 0.26807567
83 1713 -0.10908991
84 317 -0.18850217
84 772 -0.23454558
84 969 -0.06962396
84 1284 0.00025680
84 1541 0.71594134
85 540 0.10192057
85 963 0.39886353
85 1197 0.57967255
86 149 -0.04295052
86 595 0.16046345
86 646 -0.19005663
86 1016 -0.11068281
86 1135 -0.19636218
86 1252 -0.15036618
86 1412 -0.01646536
86 1419 0.07352090
87 159 1.02201809
88 1238 11.46897207
88 1788 12.46037026
89 352 0.80487734
89 397 0.91503270
89 947 -0.12486979
89 1204 0.03870311
90 171 -0.26383694
90 241 -0.21670327
90 273 -0.24578113
90 497 -0.14923306
90 1487 -0.00490749
90 1563 -0.20365393
91 401 -0.23673291
91 659 -0.19134351
91 677 -0.20013892
91 845 -0.16203321
91 1055 -0.24236034
91 1141 -0.04121023
91 1191 -0.22132915
91 1369 -0.13870830
91 1513 -0.14490057
91 1686 -0.20447361
91 1785 -0.24339718
92 199 0.92178779
92 305 1.86430331
92 1389 1.02083008
93 305 2.65703226
94 137 -0.21173971
94 423 -0.24228759
94 459 -0.23164646
94 499 -0.26924881
94 524 -0.25778807
94 536 -0.21529206
94 546 -0.26898243
94 684 -0.23280085
94 693 -0.21896308
94 820 -0.26508756
94 1045 -0.25507517
94 1431 -0.22856749
94 1799 -0.22330017
95 594 4.50097384
95 1068 1.44097073
97 808 1.09658653
97 1087 0.62846657
97 1254 0.97588443
97 1473 0.42288650
97 1794 0.58782703
98 212 -0.25071906
98 293 -0.25518242
98 421 -0.24312162
98 492 -0.21879183
98 546 -0.26160074
98 622 -0.25309533
98 817 -0.25372773
98 820 -0.26546102
98 958 -0.24231033
98 1095 -0.21339319
98 1124 -0.23066429
98 1344 -0.23998581
98 1707 -0.19737971
98 1779 -0.24971015
98 1803 -0.25649186
99 234 0.18047759
99 1403 0.69472199
99 1737 0.26815818
100 1804 2.05846038
101 135 -0.22832738
101 317 -0.24521525
101 328 -0.20731781
101 444 -0.23491360
101 588 -0.24191904
101 1148 -0.16466617
101 1323 -0.20308534
101 1378 -0.20082975
101 1464 -0.24059474
101 1561 -0.23996713
101 1572 -0.23530008
101 1655 -0.22838076
101 1660 -0.23611269
101 1685 -0.19179854
101 1762 -0.23769076
102 156 -0.22698201
102 187 -0.19187819
102 344 -0.25089508
102 351 -0.22298177
102 358 -0.20907647
102 431 -0.21012314
102 450 -0.22306956
102 602 -0.20260583
102 617 -0.24786603
102 750 -0.22582424
102 1114 -0.20355510
102 1231 -0.24400096
102 1347 -0.20162095
102 1355 -0.21730155
102 1550 -0.20129488
102 1744 -0.20658893
103 151 -0.23005307
103 294 -0.24555763
103 422 -0.24041998
103 564 -0.25371417
103 631 -0.13267236
103 767 -0.18382716
103 823 -0.23005307
103 895 -0.25525394
103 1282 -0.24587995
103 1504 -0.23405165
103 1570 -0.26337942
104 576 -0.24141429
104 611 -0.16997726
104 761 -0.20080524
104 793 -0.18746834
104 1224 -0.03524382
104 1315 -0.20492330
105 151 -0.20967437
105 250 -0.16772815
105 282 -0.11432297
105 444 -0.23405165
105 676 -0.22380918
105 1323 -0.20696581
105 1539 -0.10675391
105 1762 -0.23741263
105 1775 0.10121054
106 964 -0.07050308
106 1302 0.15395799
106 1412 0.04752253
106 1483 0.11519857
106 1534 0.29908170
106 1587 0.19610655
106 1611 0.16937292
107 1576 0.36008440
108 476 1.05788473
108 1551 0.58780372
109 218 -0.19896157
109 246 -0.21682014
109 856 -0.22380918
109 1301 -0.21879183
109 1366 -0.15149914
109 1414 -0.21568061
109 1490 -0.19496173
109 1511 -0.22528487
109 1705 -0.17835772
109 1715 -0.22380918
109 1753 -0.22190330
110 1160 0.49807275
110 1193 1.24799004
110 1466 -0.07936923
110 1699 0.82783716
111 1241 1.53070940
112 350 0.20247661
112 490 0.04174382
112 658 0.09243053
112 848 0.13973043
112 915 0.06132087
112 1137 0.14194312
112 1268 0.04669051
112 1767 -0.02322688
113 205 0.20902648
113 347 0.38355610
113 645 0.28459504
113 862 0.21673210
113 1067 0.14699829
113 1189 -0.20672511
113 1368 -0.22175866
113 1526 0.41780114
114 249 -0.00499733
114 377 -0.13267236
114 597 0.09265754
114 656 0.80487734
114 1394 -0.17600363
114 1622 -0.07050308
115 967 0.65925736
116 161 -0.15970786
116 388 -0.13909689
116 405 -0.13909689
116 427 -0.10665568
116 981 -0.12768062
116 1198 -0.13909689
116 1669 -0.15080052
117 1030 0.31971548
117 1217 0.94400918
117 1251 0.76941621
117 1311 -0.10926656
117 1558 0.07689548
117 1646 0.01503334
118 132 -0.24643317
118 202 -0.14371435
118 219 -0.22095182
118 277 -0.23022152
118 298 -0.23335929
118 329 -0.22903524
118 467 -0.22629674
118 876 -0.23022152
118 1055 -0.25112735
118 1244 -0.23884340
118 1382 -0.19772166
118 1488 -0.23194818
118 1533 -0.24671655
118 1535 -0.21785428
118 1647 -0.23575246
118 1709 -0.21808824
119 433 0.73342371
119 634 4.94160925
120 1773 2.65703226
121 774 -0.15209795
121 1016 0.02017925
121 1676 0.42602845
122 380 -0.11479271
122 383 -0.21762569
122 499 -0.26739526
122 668 -0.18423693
122 797 -0.22303869
122 846 -0.18183847
122 994 -0.16986408
122 1176 -0.20629899
122 1247 -0.18469583
122 1318 -0.24443488
122 1714 -0.21556037
122 1769 -0.23315992
123 200 -0.19098689
123 414 -0.24041998
123 429 -0.14861784
123 453 -0.24976241
123 734 -0.24337885
123 812 -0.24059474
123 902 -0.23399094
123 1012 -0.24976241
123 1091 -0.23399094
123 1497 -0.15820660
123 1552 -0.23498266
123 1731 -0.24337885
123 1742 -0.16726814
124 183 -0.27219259
124 189 -0.27364269
124 209 -0.27289053
124 213 -0.27336819
124 333 -0.27348680
124 381 -0.27352257
124 396 -0.26843486
124 407 -0.27390325
124 436 -0.27266827
124 455 -0.27400333
124 741 -0.26771246
124 815 -0.27203308
124 860 -0.26866701
124 906 -0.27382268
124 1042 -0.27296164
124 1057 -0.27296164
124 1083 -0.27362146
124 1147 -0.27313119
124 1179 -0.27344888
124 1220 -0.27344888
124 1232 -0.27261595
124 1240 -0.26742653
124 1286 -0.27232476
124 1299 -0.26952803
124 1308 -0.27303491
124 1336 -0.27302089
124 1348 -0.27261595
124 1386 -0.27383158
124 1438 -0.27233966
124 1468 -0.27309392
124 1479 -0.27195702
124 1589 -0.27380517
124 1603 -0.26825151
124 1716 -0.27261595
124 1778 -0.27281367
125 420 0.63590869
125 677 0.19448451
125 1576 0.60951659
125 1662 1.08956236
126 319 0.67308664
126 361 5.22902484
126 618 -0.10153532
127 178 -0.19062100
127 304 -0.24741584
127 321 -0.01133781
127 983 -0.24839578
127 1270 -0.09099877
127 1304 -0.16346222
127 1350 -0.22067382
127 1364 0.01729486
127 1407 -0.20618183
127 1437 -0.24541053
127 1759 -0.19895674
128 285 -0.06382265
128 785 0.04917914
128 953 -0.02701028
128 1015 0.04176298
128 1223 0.08645483
129 1699 2.90488180
130 158 -0.16772815
130 615 0.01625408
130 842 -0.14138746
130 990 -0.14602313
130 1031 -0.01059293
130 1311 -0.20215339
130 1708 -0.16228092
131 143 0.34740105
131 276 0.21527388
131 711 -0.13267236
131 1084 0.21784503
131 1118 0.24843100
131 1340 0.21527388
131 1745 0.11850190
132 135 -0.23219826
132 219 -0.22783653
132 277 -0.23566129
132 329 -0.18678367
132 355 -0.22380918
132 467 -0.23216300
132 819 -0.21879183
132 876 -0.23022152
132 932 -0.15993665
132 1200 -0.21307486
132 1244 -0.23884340
132 1488 -0.22823657
132 1533 -0.24671655
132 1687 -0.21879183
133 896 0.31444785
134 315 -0.25800981
134 465 -0.26278460
134 564 -0.26388005
134 616 -0.25006733
134 760 -0.25017561
134 996 -0.20653295
134 1156 -0.24587995
134 1194 -0.24424573
134 1260 -0.21410271
134 1295 -0.26110317
134 1371 -0.25920735
134 1384 -0.25397335
134 1402 -0.24972199
134 1520 -0.23644444
134 1543 -0.24587262
134 1616 -0.25371417
134 1630 -0.24961007
134 1674 -0.26202020
134 1692 -0.26498902
134 1743 -0.22507177
135 240 -0.20515172
135 355 -0.07991603
135 835 -0.07313539
135 852 -0.05439367
135 1200 -0.14740089
135 1566 -0.16228092
135 1572 -0.19720537
135 1687 -0.16257405
136 172 -0.26424044
136 307 -0.25933639
136 309 -0.26006637
136 357 -0.27047681
136 412 -0.26894109
136 416 -0.26894109
136 623 -0.27003427
136 689 -0.27003427
136 720 -0.27188990
136 738 -0.26976282
136 764 -0.26080931
136 857 -0.26922181
136 973 -0.26932876
136 976 -0.26886412
136 988 -0.27012239
136 1040 -0.27003427
136 1326 -0.26898395
136 1334 -0.26764284
136 1428 -0.26935719
136 1443 -0.26819781
136 1486 -0.26898395
136 1502 -0.26976282
136 1592 -0.26952803
136 1605 -0.26856167
136 1618 -0.26772403
136 1667 -0.26284913
136 1698 -0.26898395
137 256 -0.18414156
137 423 -0.25473248
137 459 -0.19370684
137 499 -0.26820927
137 546 -0.26940188
137 685 -0.09095258
137 693 -0.17420022
137 820 -0.26627574
137 880 -0.21595376
137 1045 -0.25855766
137 1641 -0.19315604
137 1799 -0.22700396
138 1674 -0.24257814
139 262 -0.22385124
139 435 -0.23291991
139 603 -0.22113097
139 667 -0.23563964
139 839 -0.23912383
139 960 -0.21874230
139 1036 -0.23247257
139 1233 -0.23388479
139 1465 -0.20660580
139 1491 -0.23070782
139 1578 -0.24513864
139 1590 -0.25032288
139 1607 -0.23758149
139 1649 -0.20145121
139 1650 -0.21430323
139 1749 -0.23652419
139 1785 -0.25026642
139 1807 -0.22690935
140 727 4.61687975
141 716 2.05846038
141 761 -0.16917616
141 793 -0.13266734
142 1560 3.29500151
143 276 0.01076666
143 1084 0.24281272
143 1118 0.25427911
143 1340 0.19966122
143 1745 0.09546494
144 1345 9.26565873
145 175 -0.08440456
145 675 -0.01591854
145 792 -0.08440456
145 1452 -0.09280170
145 1478 -0.07256908
146 625 -0.12376204
146 650 -0.12263948
146 887 -0.02200787
146 1033 -0.02247694
146 1275 -0.02200787
146 1296 -0.13267236
146 1425 -0.09386902
146 1554 0.08879056
146 1594 -0.02200787
147 265 0.10194978
147 312 -0.02200787
147 678 0.81723715
147 800 0.65925736
147 1235 0.57185557
148 1175 4.46333861
148 1624 4.30470987
148 1693 1.14721927
149 595 0.22796551
149 793 -0.18093474
149 1103 0.36280043
149 1704 0.54127479
150 227 0.08465269
150 1007 -0.06325983
150 1311 -0.10869106
151 240 -0.22783653
151 250 -0.21786774
151 282 -0.19660228
151 288 -0.22317700
151 444 -0.25017561
151 676 -0.24436184
151 879 -0.19660228
151 1005 -0.19660228
151 1416 -0.19660228
151 1611 -0.21786774
151 1762 -0.25202780
152 171 -0.26573395
152 241 -0.23267276
152 687 -0.17827745
152 737 -0.06021851
152 832 -0.26334226
152 1426 -0.24570336
152 1545 -0.23461797
152 1563 -0.22623705
152 1642 -0.26089010
152 1723 -0.23927684
152 1806 -0.21794658
153 173 -0.25490182
153 217 -0.25501237
153 402 -0.25863901
153 448 -0.25963473
153 496 -0.24433571
153 590 -0.26074911
153 633 -0.24333585
153 697 -0.26111780
153 786 -0.25914786
153 791 -0.25865559
153 1115 -0.24876597
153 1313 -0.25916803
153 1393 -0.26413894
153 1460 -0.23628767
153 1493 -0.25973463
153 1521 -0.26337942
153 1544 -0.25471260
153 1673 -0.26074911
153 1771 -0.25404002
153 1795 -0.26074911
154 1271 9.25417861
154 1752 4.61687975
155 349 -0.16129430
155 784 1.58583078
155 1119 0.37070699
155 1696 1.71336974
156 187 -0.24071474
156 207 -0.22012780
156 344 -0.24247742
156 351 -0.20853882
156 431 -0.23159165
156 450 -0.23682155
156 538 -0.22666446
156 602 -0.22147256
156 617 -0.25365405
156 755 -0.21993990
156 1114 -0.24457628
156 1236 -0.18286207
156 1276 -0.21178735
156 1283 -0.23419989
156 1300 -0.25239590
156 1355 -0.22891945
156 1550 -0.24358531
156 1665 -0.16829501
156 1744 -0.24748842
157 525 3.66075742
158 584 0.21288665
158 615 -0.17214589
158 842 -0.17214589
158 990 -0.17575498
158 1031 -0.18382716
158 1311 -0.21571273
158 1591 -0.20215339
158 1708 -0.17480689
159 353 -0.02095948
159 579 0.38355118
159 672 0.30457521
159 1259 -0.07050308
160 163 -0.15618411
160 318 -0.06325983
160 399 -0.17575498
160 548 -0.13065815
160 729 -0.09409035
160 1438 -0.25606049
160 1746 -0.14138746
161 388 -0.20568461
161 405 -0.20568461
161 427 -0.19073206
161 723 -0.17976028
161 881 -0.20627362
161 975 -0.09470460
161 981 -0.19905748
161 1198 -0.20568461
161 1669 -0.20967437
161 1737 -0.17006004
162 916 0.16248448
163 318 -0.16066506
163 445 -0.17295759
163 548 -0.01535024
163 555 -0.01191279
163 722 -0.11753402
163 729 0.01035458
163 1377 -0.20956022
163 1405 -0.02065944
163 1746 -0.19545640
163 1792 -0.01665778
164 647 0.02473682
164 1178 0.08879056
165 374 1.69238964
165 582 -0.16572601
165 854 -0.07050308
165 1255 -0.00899143
166 228 0.06971801
166 847 0.17581095
166 961 -0.03062793
166 962 0.09790529
166 995 0.17581095
166 1195 0.17581095
166 1500 0.42486742
167 1233 -0.10913688
169 210 -0.23819055
169 364 -0.23530150
169 375 -0.24401704
169 401 -0.25871321
169 570 -0.20302587
169 577 -0.24626061
169 626 -0.19569387
169 1055 -0.25460508
169 1058 -0.23651659
169 1107 -0.23519408
169 1191 -0.24527126
169 1300 -0.24578596
169 1306 -0.23882925
169 1511 -0.24718914
169 1686 -0.21529243
169 1758 -0.25588109
169 1785 -0.25973761
170 1583 7.06967603
171 197 -0.26791731
171 211 -0.27309754
171 225 -0.26826039
171 241 -0.26034360
171 273 -0.26557025
171 398 -0.27224454
171 451 -0.27132526
171 452 -0.26161014
171 510 -0.27234052
171 679 -0.26349912
171 687 -0.26276451
171 692 -0.27243139
171 816 -0.26814412
171 944 -0.26521106
171 1035 -0.26085437
171 1089 -0.26596442
171 1126 -0.26417867
171 1146 -0.26772210
171 1150 -0.26715347
171 1166 -0.26453562
171 1307 -0.26927912
171 1319 -0.26892882
171 1406 -0.26942072
171 1426 -0.26494103
171 1448 -0.25978865
171 1487 -0.25632467
171 1563 -0.25771401
171 1570 -0.27051281
171 1588 -0.26418502
171 1666 -0.27015243
171 1723 -0.26095242
171 1730 -0.26525428
171 1747 -0.26467688
171 1790 -0.26879276
172 307 -0.26476254
172 309 -0.26471592
172 357 -0.26525863
172 412 -0.26449429
172 416 -0.26380471
172 623 -0.26511402
172 642 -0.26017368
172 682 -0.25892251
172 689 -0.26511402
172 717 -0.26645556
172 720 -0.27266503
172 738 -0.26319536
172 764 -0.25725528
172 857 -0.26419881
172 973 -0.26424044
172 976 -0.26419881
172 988 -0.26356367
172 1040 -0.26511402
172 1326 -0.27033113
172 1334 -0.27015574
172 1428 -0.26435849
172 1443 -0.26964381
172 1486 -0.26424044
172 1501 -0.26059125
172 1502 -0.26319536
172 1592 -0.27014397
172 1604 -0.25964414
