3654 14308
53 3359 -0.13036577
53 3396 -0.16750930
53 3464 -0.06453945
54 465 -0.16053290
54 1586 -0.16481145
55 2900 0.30541277
56 1300 0.25712042
57 1060 -0.11016081
57 1369 0.04320043
57 1736 -0.07873088
57 2446 0.30058353
57 2454 -0.16737106
57 2918 -0.14952649
58 269 -0.08445601
58 705 -0.17544136
58 889 0.22718410
58 1028 -0.15906568
58 1603 0.07065832
58 1959 -0.14440166
58 2256 -0.11351829
58 3449 0.06425287
59 60 -0.17506512
59 74 -0.16915929
59 75 -0.17718470
59 159 -0.17655249
59 160 -0.17659654
59 390 -0.17298798
59 444 -0.17209992
59 526 -0.16620140
59 577 -0.17160828
59 672 -0.16981100
59 705 -0.17655784
59 707 -0.17548831
59 769 -0.17160828
59 828 -0.17648647
59 842 -0.17583386
59 895 -0.17341179
59 908 -0.17259181
59 911 -0.17253260
59 920 -0.17160828
59 934 -0.17083510
59 952 -0.16689773
59 1044 -0.17186211
59 1118 -0.16667971
59 1246 -0.17679243
59 1338 -0.17133694
59 1378 -0.17253260
59 1382 -0.17657463
59 1626 -0.13361311
59 1859 -0.16679570
59 1891 -0.14952649
59 2110 -0.17133694
59 2434 -0.17371451
59 2505 -0.17530250
59 2527 -0.17476170
59 2655 -0.17232302
59 2818 -0.17162486
59 2964 -0.17133694
59 2996 -0.15617142
59 3343 -0.17564312
59 3348 -0.17637180
59 3368 -0.17664882
59 3418 -0.17232302
59 3515 -0.17396882
59 3624 -0.17463797
60 320 -0.09855520
60 381 -0.17523020
60 492 -0.16608663
60 583 -0.16458222
60 617 -0.13540322
60 957 -0.17501762
60 1117 -0.17396266
60 1204 -0.14741157
60 1283 -0.14673713
60 1468 -0.16668917
60 1557 -0.17355948
60 1675 -0.17666664
60 1681 -0.17091314
60 1701 -0.17406190
60 1746 -0.17347262
60 1922 -0.16119875
60 2001 -0.15778285
60 2068 -0.17160803
60 2214 -0.16914860
60 2261 -0.16796067
60 2505 -0.17683227
60 2533 -0.16179423
60 2602 -0.15562197
60 2711 -0.16716847
60 2825 -0.17192128
60 2836 -0.17093473
60 2916 -0.17540599
60 3036 -0.16502486
60 3225 -0.16867017
60 3624 -0.17373941
60 3627 -0.16078653
61 1074 -0.06160905
61 1088 -0.13145331
61 1386 0.02370743
61 1622 0.14957140
61 2261 -0.16877995
61 2602 -0.06847692
62 66 -0.15864648
62 321 -0.09989798
62 2385 -0.15500758
62 2420 0.51789908
62 3515 -0.17160828
63 570 4.53099290
63 1432 0.89565253
63 2356 0.07715599
64 1156 -0.15167054
65 66 0.06641494
65 651 -0.17411512
66 200 -0.17169318
66 380 -0.16848094
66 441 -0.13949629
66 454 -0.15730572
66 542 -0.14548004
66 685 -0.16226532
66 715 -0.14219690
66 1163 -0.17137981
66 1652 -0.15838691
66 2205 -0.14219690
66 2318 -0.12280450
66 2564 -0.16503720
66 3005 -0.14832573
66 3121 -0.14219690
66 3318 -0.17401846
66 3327 -0.17316436
66 3348 -0.17183252
66 3584 -0.14591314
67 1393 -0.17442454
68 908 1.18071151
69 2667 0.17270860
70 191 0.69175152
71 200 -0.17241320
71 211 0.22241030
71 395 0.11882871
71 689 -0.16355955
71 1184 0.22241030
71 1327 -0.16424992
71 1675 -0.17462360
71 2927 -0.17423034
71 3348 -0.17255004
71 3359 -0.07139957
72 401 -0.03225636
72 1082 -0.10128227
72 1532 -0.13279554
72 1646 0.00117100
72 1657 0.05067065
72 1681 -0.17349746
72 1922 -0.16784017
72 2438 -0.14358630
72 2507 -0.12250829
72 2554 -0.12718713
72 2999 -0.17062426
72 3050 -0.17045879
72 3262 -0.16672706
73 2507 -0.14673845
74 75 -0.17545678
74 150 -0.17268144
74 159 -0.17291006
74 160 -0.17308987
74 190 -0.16688239
74 214 -0.17477198
74 309 -0.17514478
74 397 -0.16796276
74 492 -0.17002043
74 538 -0.16325773
74 617 -0.16494712
74 636 -0.16457710
74 707 -0.17720580
74 720 -0.17577843
74 743 -0.16442123
74 744 -0.17568662
74 800 -0.17532799
74 864 -0.17520505
74 1026 -0.17492582
74 1049 -0.16713367
74 1117 -0.17610423
74 1204 -0.17122261
74 1251 -0.17040728
74 1305 -0.17303320
74 1324 -0.15838691
74 1496 -0.16911302
74 1587 -0.17616922
74 1602 -0.16852897
74 1675 -0.17653591
74 1681 -0.17530595
74 1701 -0.16942910
74 1789 -0.17564312
74 1811 -0.17500020
74 1855 -0.17569989
74 1922 -0.17475840
74 1987 -0.17484809
74 1988 -0.17542144
74 2181 -0.17217586
74 2326 -0.16153159
74 2438 -0.17262976
74 2479 -0.16657714
74 2519 -0.16942688
74 2527 -0.17631544
74 2530 -0.17544136
74 2562 -0.16749676
74 2564 -0.16737106
74 2630 -0.16565915
74 2642 -0.17457624
74 2644 -0.16957730
74 2647 -0.17104389
74 2817 -0.16728406
74 2818 -0.17661268
74 2822 -0.17603501
74 2857 -0.17282394
74 2922 -0.17088616
74 2927 -0.17690727
74 2962 -0.16834267
74 3056 -0.16533648
74 3079 -0.16227441
74 3090 -0.17597016
74 3270 -0.17577568
74 3365 -0.17275220
74 3624 -0.17532166
74 3625 -0.16923225
74 3643 -0.17526778
75 108 -0.17443752
75 111 -0.17459717
75 159 -0.17572257
75 160 -0.17572952
75 183 -0.17623999
75 190 -0.17479100
75 279 -0.17690469
75 289 -0.17644737
75 309 -0.17496931
75 346 -0.17711589
75 390 -0.17619791
75 397 -0.17666708
75 415 -0.17668261
75 418 -0.17699491
75 420 -0.17627630
75 430 -0.17526607
75 438 -0.17655498
75 441 -0.17499806
75 469 -0.17721186
75 476 -0.17521199
75 492 -0.17668199
75 501 -0.17475783
75 564 -0.17420888
75 617 -0.17638274
75 623 -0.17583392
75 625 -0.17730143
75 636 -0.17438843
75 676 -0.17699647
75 682 -0.17711703
75 683 -0.17689353
75 707 -0.17627926
75 731 -0.17541825
75 743 -0.17406532
75 744 -0.17442419
75 786 -0.17690469
75 793 -0.17703749
75 826 -0.17709914
75 827 -0.17704869
75 886 -0.17444686
75 901 -0.17659762
75 938 -0.17523927
75 944 -0.17524726
75 948 -0.17714177
75 972 -0.17702511
75 990 -0.17682389
75 1050 -0.17535543
75 1052 -0.17714984
75 1064 -0.17632773
75 1082 -0.17533236
75 1094 -0.17687672
75 1117 -0.17641359
75 1126 -0.17478779
75 1204 -0.17581315
75 1214 -0.17697847
75 1242 -0.17687977
75 1251 -0.17703445
75 1305 -0.17571857
75 1315 -0.17543777
75 1324 -0.17375904
75 1326 -0.17706993
75 1330 -0.17566617
75 1475 -0.17701958
75 1479 -0.17644555
75 1494 -0.17652488
75 1496 -0.17711267
75 1516 -0.17629503
75 1521 -0.17549790
75 1557 -0.17713764
75 1586 -0.17712749
75 1587 -0.17462655
75 1602 -0.17565373
75 1643 -0.17554488
75 1669 -0.17481151
75 1675 -0.17620418
75 1681 -0.17573562
75 1687 -0.17623734
75 1701 -0.17516750
75 1716 -0.17718794
75 1746 -0.17650233
75 1761 -0.17629503
75 1800 -0.17687401
75 1805 -0.17562549
75 1806 -0.17527023
75 1814 -0.17536925
75 1816 -0.17722063
75 1837 -0.17717958
75 1840 -0.17652488
75 1859 -0.17716888
75 1872 -0.17541465
75 1888 -0.17693917
75 1922 -0.17588678
75 1945 -0.17624843
75 1963 -0.17647019
75 2033 -0.17659246
75 2086 -0.17652488
75 2166 -0.17713344
75 2181 -0.17551210
75 2216 -0.17693645
75 2253 -0.17651290
75 2261 -0.17505124
75 2269 -0.17610755
75 2280 -0.17660304
75 2283 -0.17713764
75 2339 -0.17728892
75 2341 -0.17708719
75 2464 -0.17691920
75 2479 -0.17560855
75 2486 -0.17697234
75 2505 -0.17730129
75 2512 -0.17712482
75 2515 -0.17692626
75 2529 -0.17708211
75 2533 -0.17657006
75 2564 -0.17462278
75 2583 -0.17513024
75 2588 -0.17706628
75 2610 -0.17709448
75 2630 -0.17624886
75 2644 -0.17403795
75 2647 -0.17711132
75 2666 -0.17660809
75 2738 -0.17621717
75 2773 -0.17392628
75 2817 -0.17573667
75 2818 -0.17490289
75 2836 -0.17549907
75 2857 -0.17658735
75 2864 -0.17715989
75 2922 -0.17413429
75 2927 -0.17681426
75 2983 -0.17473668
75 3050 -0.17673386
75 3077 -0.17654785
75 3083 -0.17613057
75 3090 -0.17714984
75 3177 -0.17560159
75 3179 -0.17521160
75 3225 -0.17701958
75 3234 -0.17719310
75 3241 -0.17691201
75 3270 -0.17413429
75 3284 -0.17463427
75 3365 -0.17578750
75 3388 -0.17628378
75 3396 -0.17713764
75 3423 -0.17521296
75 3443 -0.17645873
75 3538 -0.17626859
75 3564 -0.17717250
75 3624 -0.17644542
75 3625 -0.17665332
76 463 -0.17043660
76 1864 0.01211370
76 2256 -0.16679492
76 2391 -0.07126752
76 2714 -0.17147413
76 3051 -0.14214868
77 250 0.19964854
77 676 -0.13391342
77 3095 -0.15376652
78 456 -0.16409613
79 1173 -0.16622351
79 1364 -0.10373070
79 2600 -0.13926314
80 2166 -0.15982968
80 2399 -0.17160828
80 2510 -0.14746210
80 3247 0.26768438
80 3365 -0.17532799
81 289 0.44123499
81 1315 -0.16686665
81 1859 -0.09618502
81 1959 -0.12863347
81 2006 -0.11955986
81 3164 -0.09989798
82 3172 0.48650906
82 3221 -0.10024292
83 551 -0.17266653
83 2999 -0.14732796
84 2668 -0.07463941
85 1801 26.71528856
85 2547 20.73911095
86 1171 0.01106894
87 197 -0.13875047
87 704 -0.14472113
87 2400 -0.13279554
87 2950 -0.05017734
87 3134 -0.15982968
88 200 -0.17477198
88 269 -0.16553737
88 493 -0.16598255
88 1213 -0.17160803
88 2510 -0.17209992
88 2681 -0.14055225
88 2742 -0.17507022
89 387 -0.08918772
89 390 -0.07156934
90 1190 -0.11321613
91 1212 0.21151099
91 1321 1.12977818
91 1495 -0.15838691
91 1541 -0.17449925
91 1922 -0.16521351
91 1988 -0.14139175
91 3345 1.50328928
92 508 -0.16012543
92 1028 -0.15698643
93 94 -0.15697045
93 602 -0.13082179
93 957 -0.17513965
93 1028 -0.16910763
93 1033 -0.13082179
93 1432 -0.09925300
93 1885 -0.10678668
93 2037 -0.16785220
93 2410 -0.12657734
93 2963 -0.15287172
93 3170 -0.13537192
93 3337 -0.11652927
93 3559 -0.14424809
94 438 -0.17120981
94 778 -0.15982968
94 840 -0.17687702
94 1696 -0.15888685
94 2339 -0.17575579
94 2349 -0.17612874
94 2993 -0.17186211
94 3073 -0.15143281
94 3283 -0.15491643
94 3593 -0.17104680
95 414 -0.11542052
95 559 -0.15217210
95 827 -0.15822231
95 837 -0.15296254
95 1081 -0.16639885
95 1287 -0.16747764
95 1374 -0.15390108
95 1627 -0.15985379
95 1864 -0.04584628
95 1929 -0.12433265
95 2121 -0.13994996
95 2411 -0.16590607
95 2512 -0.09667531
95 2764 0.09141732
95 3637 -0.12924327
96 1283 -0.07019435
96 2953 -0.16053290
97 163 -0.13082179
97 390 -0.15813057
97 1245 -0.09893420
97 1316 -0.09450821
97 1327 -0.15822231
97 2275 -0.07463941
97 2349 -0.17612874
97 2354 -0.14608074
97 2465 0.20500904
97 2914 -0.11652927
97 2944 -0.11652927
98 188 -0.17108122
98 2443 -0.14464632
99 200 -0.17374091
99 625 -0.16825464
99 1607 -0.09450821
99 2143 -0.14287601
99 2253 -0.13082179
99 2864 -0.02995073
99 3343 -0.16909194
99 3515 -0.17232302
100 1437 0.43312806
100 2339 -0.17525210
100 2951 0.09413376
101 1001 -0.14219690
101 1839 0.12047048
101 2168 0.11707263
101 2216 -0.15143281
101 2231 -0.14762979
101 2368 -0.16507326
101 2966 0.00894350
101 3085 0.25712042
102 410 -0.14464632
102 676 -0.15487364
102 1387 0.34565639
102 1903 0.13759687
102 2155 0.11677080
102 2486 -0.13089713
102 2536 -0.07690162
102 2889 -0.15982968
102 3506 -0.16260563
103 268 -0.16477734
103 1198 0.35613402
103 1405 -0.05831975
103 1430 -0.13082179
103 2211 -0.07463941
103 2454 -0.17650467
103 2481 -0.10678668
103 2617 -0.10959956
103 2725 -0.15034623
103 2927 -0.17609853
103 3207 -0.07463941
103 3467 -0.10024292
104 478 -0.16509264
104 625 -0.17624036
104 992 -0.11435334
104 1180 -0.06898210
104 1190 -0.11163690
104 1413 -0.12979766
104 1482 -0.08633590
104 1789 -0.09019639
104 2573 -0.10750106
104 2794 -0.13341439
104 2905 -0.15661495
104 3072 -0.10750106
104 3232 -0.13921548
104 3349 -0.09147146
104 3593 -0.12707200
105 3449 -0.10678668
106 2739 0.03466131
107 1599 -0.09450821
107 1730 0.15511517
107 2304 0.02370743
107 2339 -0.17641767
107 2518 -0.04281095
107 3304 0.15511517
107 3649 0.71150748
108 636 -0.00539676
108 744 -0.09662100
108 783 -0.07006021
108 928 -0.12111390
108 1368 -0.16371623
108 1716 -0.17286883
108 2527 -0.11652927
108 2922 -0.00539676
109 391 0.25326275
109 1156 -0.16453959
109 1173 -0.17004045
109 1879 -0.12280450
109 2149 -0.10544174
110 2786 -0.15369962
111 160 -0.17037832
111 1173 -0.16909194
111 1221 -0.15110080
111 1370 -0.11098551
111 1963 -0.08836220
111 2519 -0.11107298
111 2857 -0.16869582
111 3549 0.45900528
112 3506 -0.12935210
113 531 -0.16758940
113 828 -0.16504262
113 868 -0.16878108
113 1002 -0.15628845
113 1151 -0.16573941
114 777 -0.04605325
114 2830 0.06017821
114 3173 1.17516775
115 132 -0.14875436
115 515 -0.17208005
115 633 0.30058353
115 781 -0.14062069
115 1691 -0.14670034
115 2388 0.76150713
115 3348 -0.17520505
115 3404 -0.09435421
115 3623 -0.01150574
116 999 -0.15627099
117 255 -0.16394259
117 469 -0.17501623
117 515 -0.15040783
117 778 -0.16923342
117 785 -0.10866415
117 844 -0.17650274
117 1137 -0.15490986
117 1565 -0.14881846
117 1652 -0.15672156
117 1872 -0.17347075
117 1974 -0.05677981
117 2395 -0.17578800
117 2473 -0.03225636
117 2475 -0.16828818
117 2561 -0.04885987
117 2895 -0.16321360
117 2898 -0.07495104
117 3336 -0.06055265
117 3446 -0.08507611
117 3611 -0.14979185
117 3631 -0.16123446
118 1228 -0.14053827
118 3334 -0.09479541
119 257 -0.12957342
119 1079 -0.04281095
119 1326 -0.14259230
119 1814 -0.14367261
119 2446 -0.12487369
119 2731 0.16325039
119 3213 -0.14832573
119 3250 -0.10959956
120 1230 0.55426618
120 1797 0.24625465
121 2385 -0.13643023
121 2510 -0.17011899
122 2001 -0.14921438
122 2611 0.48462264
122 3054 -0.12935210
122 3481 -0.03383097
123 1816 -0.17160803
124 1005 -0.09828105
124 2585 -0.14931229
124 3100 2.01781988
124 3423 -0.13578609
125 1110 1.51755061
125 1283 -0.06684072
126 164 -0.13676401
126 381 -0.16481145
126 707 -0.17691540
126 842 -0.16111512
126 844 -0.17456198
126 957 -0.16514783
126 1246 -0.17625741
126 1485 -0.14139175
126 1593 -0.12935210
126 1716 -0.14860146
126 2131 -0.12667362
126 2478 -0.01838168
126 2505 -0.17436134
126 2927 -0.17531650
126 2970 -0.14741157
126 3218 -0.14009027
127 391 -0.15838691
127 532 -0.17186211
127 568 -0.17476679
127 614 -0.12385251
127 1374 -0.14111106
127 1506 -0.15040783
127 1509 -0.16154626
127 1552 -0.15676006
127 1627 -0.11776122
127 1962 -0.12385251
127 1980 -0.15281573
127 2336 -0.17154866
127 2454 -0.17416633
127 2620 -0.13236201
127 2856 -0.13404756
127 3234 -0.17341179
127 3641 -0.11774890
128 217 -0.16928348
128 309 -0.15491643
128 397 -0.16399775
128 441 -0.17407708
128 492 -0.15636189
128 617 -0.15459205
128 671 -0.14558185
128 877 -0.15964743
128 957 -0.16825007
128 1163 -0.17395766
128 1315 -0.17407708
128 1814 -0.17369934
128 1855 -0.17459262
128 2091 -0.16664490
128 2145 -0.16409613
128 2181 -0.17632800
128 2195 -0.14816404
128 2246 -0.15577912
128 2280 -0.17032160
128 2438 -0.16273322
128 2441 -0.14743240
128 2679 -0.14912660
128 2735 -0.14992179
128 2953 -0.16030653
128 2986 -0.15319682
128 3015 -0.16679492
128 3528 -0.16493454
128 3587 -0.16639885
128 3627 -0.17077569
129 531 -0.17568895
129 551 -0.17485790
129 753 -0.13279554
129 1043 -0.16623132
129 1182 -0.16275407
129 2119 -0.06432549
129 2143 -0.17021444
129 2284 0.13657821
129 2726 -0.09435421
129 3143 -0.16828818
129 3397 -0.16200659
130 625 -0.17577568
131 2423 4.53099290
132 636 -0.16394259
132 672 -0.17284108
132 844 -0.17705440
132 1246 -0.17023060
132 1307 -0.13537192
132 1355 0.00974536
132 1393 -0.17559554
132 1859 -0.16999853
132 2359 -0.14697077
132 2362 -0.15672156
132 2505 -0.17177935
132 2696 -0.07126752
132 3061 -0.17298515
132 3455 -0.17231340
133 3635 0.24625465
134 277 -0.13316056
134 1228 -0.14406238
134 2368 -0.15018549
135 185 -0.00565399
135 664 0.10686710
135 1323 0.09078013
135 1628 0.08435155
135 1814 -0.16798625
135 2032 0.08742649
135 2037 -0.17045879
135 2322 0.06027227
135 2908 -0.04591821
135 3282 0.12780869
135 3285 -0.04967800
136 310 0.15511517
136 2143 -0.16811121
137 269 -0.16065763
137 551 -0.15093756
137 642 -0.17473272
137 781 -0.13055978
137 796 -0.15340022
137 830 -0.17329741
137 2261 -0.16936134
137 2275 0.25352843
137 2400 -0.16168124
138 825 2.81057813
138 1315 -0.14757740
138 1922 -0.14888698
138 2089 -0.10112993
139 625 -0.17581675
139 1814 -0.16087938
140 321 -0.00365823
141 1696 -0.16975612
141 1708 -0.05711425
141 1824 0.31295845
142 197 -0.15940104
142 551 -0.17428066
142 840 -0.17705340
142 844 -0.17700763
142 1805 -0.17561796
142 2037 -0.16848094
143 277 -0.13176500
143 313 -0.13049812
143 433 -0.11242713
143 792 -0.13008069
143 840 -0.17672366
143 1000 -0.15068159
143 1200 -0.11776122
143 1260 -0.13540322
143 1274 -0.16909194
143 1393 -0.16990219
143 1446 -0.15679354
143 1551 -0.16465177
143 1560 -0.10876116
143 1604 -0.17552109
143 2289 -0.16528667
143 2339 -0.17547168
143 2943 -0.12725645
143 3012 -0.11714524
143 3077 -0.13491683
143 3125 -0.16848094
143 3243 -0.13535146
143 3577 -0.11095779
143 3631 -0.12306954
144 160 -0.17604153
145 805 -0.04281095
145 844 -0.17651567
145 1169 -0.00713528
145 1413 -0.15679354
145 1503 0.14846265
145 2297 0.36256347
145 2408 0.58578774
146 1901 -0.09435421
146 2892 -0.13934575
147 1990 1.52996864
148 1891 -0.13676401
149 183 -0.14062069
149 1180 -0.10959956
150 160 -0.16545945
150 202 -0.13404756
150 707 -0.17606930
150 709 -0.15098290
150 1818 -0.16706281
150 2181 -0.17581675
150 2738 -0.15256628
150 3089 1.12369971
151 2714 -0.17323090
151 3090 -0.15962462
152 261 0.48530175
152 1571 0.64077627
152 1742 0.85813374
152 2672 0.85813374
152 2735 0.25175461
152 2940 -0.06998475
152 3594 -0.13537192
153 1117 -0.15876543
153 1495 -0.13934575
153 2089 -0.09620213
153 3495 0.02004892
154 652 -0.16254404
155 1695 0.09413376
155 2918 -0.17234265
